Product_name,Product_Description,Specifications,Average_Review,Total_Review_and_ratings,original_price,selling_price,Product_URL
"Redmi 5 (Lake Blue, 32 GB)4.35,210 Ratings & 444 Reviews3 GB RAM | 32 GB ROM | Expandable Upto 128 GB14.48 cm (5.7 inch) HD+ Display12MP Rear Camera | 5MP Front Camera3300 mAh BatteryQualcomm Snapdragon 450 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories","Redmi 5 (Lake Blue, 32 GB)4.35,210 Ratings & 444 Reviews3 GB RAM | 32 GB ROM | Expandable Upto 128 GB14.48 cm (5.7 inch) HD+ Display12MP Rear Camera | 5MP Front Camera3300 mAh BatteryQualcomm Snapdragon 450 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories₹8,199₹9,99918% offEMI starting from ₹273/monthOffersBank Offer",4.3,"4.35,210 Ratings & 444 Reviews","5,210 Ratings ","8,199","8,199₹9,99918% off",https://www.flipkart.com/redmi-5-lake-blue-32-gb/p/itmfg9uuxztrzvdd?pid=MOBF4N827UAGH3MK&srno=s_7_162&otracker=AS_QueryStore_OrganicAutoSuggest_0_8&otracker1=AS_QueryStore_OrganicAutoSuggest_0_8&lid=LSTMOBF4N827UAGH3MKDSTVZW&fm=organic&iid=0b1b16e0-b3fc-45c7-a05d-b0e95ba1ca5a.MOBF4N827UAGH3MK.SEARCH&qH=a5594894156db043
"Redmi 6A (Blue, 32 GB)4.328,483 Ratings & 2,098 Reviews2 GB RAM | 32 GB ROM | Expandable Upto 128 GB13.84 cm (5.45 inch) HD Display13MP Rear Camera3000 mAh BatteryMediateck Processor1 Year Manufacturer Warranty","Redmi 6A (Blue, 32 GB)4.328,483 Ratings & 2,098 Reviews2 GB RAM | 32 GB ROM | Expandable Upto 128 GB13.84 cm (5.45 inch) HD Display13MP Rear Camera3000 mAh BatteryMediateck Processor1 Year Manufacturer Warranty₹6,718₹7,99916% offEMI starting from ₹224/monthOffersBank Offer",4.3,"4.328,483 Ratings & 2,098 Reviews","28,483 Ratings ","6,718","6,718₹7,99916% off",https://www.flipkart.com/redmi-6a-blue-32-gb/p/itmfggjrdnrmscwf?pid=MOBFAMZA2EHNAYE8&srno=s_7_163&otracker=AS_QueryStore_OrganicAutoSuggest_0_8&otracker1=AS_QueryStore_OrganicAutoSuggest_0_8&lid=LSTMOBFAMZA2EHNAYE8LCKCLE&fm=organic&iid=f64859ec-ed8b-4187-9df9-d77cc96363fd.MOBFAMZA2EHNAYE8.SEARCH&qH=a5594894156db043
"Redmi 6A (Black, 32 GB)4.328,483 Ratings & 2,098 Reviews2 GB RAM | 32 GB ROM | Expandable Upto 128 GB13.84 cm (5.45 inch) HD Display13MP Rear Camera3000 mAh BatteryMediateck Processor1 Year Manufacturer Warranty","Redmi 6A (Black, 32 GB)4.328,483 Ratings & 2,098 Reviews2 GB RAM | 32 GB ROM | Expandable Upto 128 GB13.84 cm (5.45 inch) HD Display13MP Rear Camera3000 mAh BatteryMediateck Processor1 Year Manufacturer Warranty₹6,718₹6,9903% offEMI starting from ₹224/monthOffersSpecial PriceBank Offer",4.3,"4.328,483 Ratings & 2,098 Reviews","28,483 Ratings ","6,718","6,718₹6,9903% off",https://www.flipkart.com/redmi-6a-black-32-gb/p/itmfggjrdnrmscwf?pid=MOBFAMZF2GJSXFMZ&srno=s_7_164&otracker=AS_QueryStore_OrganicAutoSuggest_0_8&otracker1=AS_QueryStore_OrganicAutoSuggest_0_8&lid=LSTMOBFAMZF2GJSXFMZABHLJE&fm=organic&iid=5367cc35-0041-4ae1-adb5-db71007a5eff.MOBFAMZF2GJSXFMZ.SEARCH&qH=a5594894156db043
,,"Tecno CAMON i Sky 3 (Champagne Gold, 32 GB)","Tecno CAMON i Sky 3 (Champagne Gold, 32 GB)4.322 Ratings & 0 Reviews2 GB RAM | 32 GB ROM | Expandable Upto 128 GB15.75 cm (6.2 inch) HD+ Display13MP + 2MP | 8MP Front Camera3500 mAh BatteryOne Time Screen Replacement. 100 days Replacement, (12+1) year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase.",22 Ratings ,"7,999","7,999EMI starting from ₹266/monthOffersBank Offer",https://www.flipkart.com/tecno-camon-sky-3-champagne-gold-32-gb/p/itmffthjtfz62yua?pid=MOBFEJPFPGYEV3JT&srno=s_7_165&otracker=AS_QueryStore_OrganicAutoSuggest_0_8&otracker1=AS_QueryStore_OrganicAutoSuggest_0_8&lid=LSTMOBFEJPFPGYEV3JTCL2MOX&fm=organic&iid=cfdc75c9-20e3-447c-b2db-42acf8056878.MOBFEJPFPGYEV3JT.SEARCH&qH=a5594894156db043
"Samsung Galaxy A2 Core (Gold, 16 GB)4.2341 Ratings & 28 Reviews1 GB RAM | 16 GB ROM | Expandable Upto 256 GB12.7 cm (5 inch) Quad HD Display5MP Rear Camera | 5MP Front Camera2600 mAh Lithium-ion BatteryExynos 7870 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories₹5,390₹5,9008% offEMI starting from ₹180/month",,4.2341 Ratings & 28 Reviews,"Samsung Galaxy A2 Core (Gold, 16 GB)",341 Ratings ,"5,390₹5,9008% off","5,390₹5,9008% off",https://www.flipkart.com/samsung-galaxy-a2-core-gold-16-gb/p/itmffag4anzqmdyt?pid=MOBFFAG4J2MYDTMT&srno=s_7_166&otracker=AS_QueryStore_OrganicAutoSuggest_0_8&otracker1=AS_QueryStore_OrganicAutoSuggest_0_8&lid=LSTMOBFFAG4J2MYDTMTHAXCQC&fm=organic&iid=293af60a-c505-4e70-a10b-41dae8f88fbb.MOBFFAG4J2MYDTMT.SEARCH&qH=a5594894156db043
"Samsung Galaxy J2 2018 (Black, 16 GB)","Samsung Galaxy J2 2018 (Black, 16 GB)4.26,912 Ratings & 687 Reviews2 GB RAM | 16 GB ROM | Expandable Upto 256 GB12.7 cm (5 inch) Display8MP Rear Camera | 5MP Front Camera2600 mAh BatterySnapdragon 425 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",2 GB RAM | 16 GB ROM | Expandable Upto 256 GB12.7 cm (5 inch) Display8MP Rear Camera | 5MP Front Camera2600 mAh BatterySnapdragon 425 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.2,"6,912 Ratings ","8,200","7,690",https://www.flipkart.com/samsung-galaxy-j2-2018-black-16-gb/p/itmf5yh2vhprbhh6?pid=MOBF47DRPJA8DAQY&srno=s_7_167&otracker=AS_QueryStore_OrganicAutoSuggest_0_8&otracker1=AS_QueryStore_OrganicAutoSuggest_0_8&lid=LSTMOBF47DRPJA8DAQYUIOX9K&fm=organic&iid=895226d4-ab2d-416b-babc-e38a78b85f05.MOBF47DRPJA8DAQY.SEARCH&qH=a5594894156db043
,,"Apple iPhone 7 (Rose Gold, 128 GB)","Apple iPhone 7 (Rose Gold, 128 GB)4.5873 Ratings & 131 Reviews128 GB ROM |11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 7MP Front CameraA10 Fusion Chip with 64-bit Architecture and Embedded M10 Motion Co-processorBrand Warranty of 1 Year",873 Ratings ,"52,990","52,990EMI starting from ₹1761/monthOffersBank Offer",https://www.flipkart.com/apple-iphone-7-rose-gold-128-gb/p/itmen6daxthjmcx3?pid=MOBEMK62MSKHHEYZ&srno=s_7_168&otracker=AS_QueryStore_OrganicAutoSuggest_0_8&otracker1=AS_QueryStore_OrganicAutoSuggest_0_8&lid=LSTMOBEMK62MSKHHEYZ4AJGWU&fm=organic&iid=978dd334-a59e-4aa3-8a73-4c94648b65f7.MOBEMK62MSKHHEYZ.SEARCH&qH=a5594894156db043
"Samsung Galaxy J4 (Gold, 16 GB)4.32,697 Ratings & 318 Reviews2 GB RAM | 16 GB ROM | Expandable Upto 256 GB13.97 cm (5.5 inch) HD Display13MP Rear Camera | 5MP Front Camera3000 mAh BatteryExynos 7570 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories","Samsung Galaxy J4 (Gold, 16 GB)4.32,697 Ratings & 318 Reviews2 GB RAM | 16 GB ROM | Expandable Upto 256 GB13.97 cm (5.5 inch) HD Display13MP Rear Camera | 5MP Front Camera3000 mAh BatteryExynos 7570 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories₹7,990₹9,60016% offEMI starting from ₹266/monthOffersBank Offer",4.3,"4.32,697 Ratings & 318 Reviews","2,697 Ratings ","7,990","7,990₹9,60016% off",https://www.flipkart.com/samsung-galaxy-j4-gold-16-gb/p/itmf5scxg3epshgn?pid=MOBF5PZHAVHBUVNX&srno=s_8_169&otracker=AS_QueryStore_OrganicAutoSuggest_0_8&otracker1=AS_QueryStore_OrganicAutoSuggest_0_8&lid=LSTMOBF5PZHAVHBUVNXJCJUGP&fm=organic&iid=298c3a52-6324-4d22-ac38-ade36159e999.MOBF5PZHAVHBUVNX.SEARCH&qH=a5594894156db043
,,"Tecno Camon i ACE 2 (Midnight Blue, 32 GB)","Tecno Camon i ACE 2 (Midnight Blue, 32 GB)4.145 Ratings & 3 Reviews2 GB RAM | 32 GB ROM | Expandable Upto 128 GB13.97 cm (5.5 inch) HD+ Display13MP + 0.3MP | 8MP Front Camera3050 mAh Battery1 Year Brand Warranty",45 Ratings ,"6,699","6,699EMI starting from ₹223/monthOffersBank Offer",https://www.flipkart.com/tecno-camon-ace-2-midnight-blue-32-gb/p/itmffthj6pc5wbxh?pid=MOBFDXEZJGXBFNS3&srno=s_8_170&otracker=AS_QueryStore_OrganicAutoSuggest_0_8&otracker1=AS_QueryStore_OrganicAutoSuggest_0_8&lid=LSTMOBFDXEZJGXBFNS3KQYVNL&fm=organic&iid=251ae215-cb5f-4568-b4c9-b1137b3c4896.MOBFDXEZJGXBFNS3.SEARCH&qH=a5594894156db043
"LYF Water 1 (White, 16 GB)3.52,059 Ratings & 482 Reviews2 GB RAM | 16 GB ROM | Expandable Upto 32 GB12.7 cm (5 inch) Full HD Display13MP Rear Camera | 5MP Front Camera2600 mAh Li-Ion Polymer Batteryqualcomm Qualcomm Snapdragon 615 64-bit Dual Core 1.5GHz Processor1 Year for Mobile & 6 Months for Accessories₹14,699Up to ₹13,750 Off on ExchangeEMI starting from ₹489/monthOffersNo Cost EMIBank Offer",,"3.52,059 Ratings & 482 Reviews","LYF Water 1 (White, 16 GB)","2,059 Ratings ","14,699","14,699",https://www.flipkart.com/lyf-water-1-white-16-gb/p/itmeg8dzdvmdv2sh?pid=MOBEG8CBTHWYZ6PK&srno=s_8_171&otracker=AS_QueryStore_OrganicAutoSuggest_0_8&otracker1=AS_QueryStore_OrganicAutoSuggest_0_8&lid=LSTMOBEG8CBTHWYZ6PKBKEONG&fm=organic&iid=38cb1eb7-8529-4403-8a8a-4dfb2d9a1272.MOBEG8CBTHWYZ6PK.SEARCH&qH=a5594894156db043
"Apple iPhone XR (Blue, 128 GB)","Apple iPhone XR (Blue, 128 GB)4.61,864 Ratings & 179 Reviews128 GB ROM |15.49 cm (6.1 inch) Display12MP Rear Camera | 7MP Front CameraA12 Bionic Chip ProcessorBrand Warranty of 1 Year",128 GB ROM |15.49 cm (6.1 inch) Display12MP Rear Camera | 7MP Front CameraA12 Bionic Chip ProcessorBrand Warranty of 1 Year,4.6,"1,864 Ratings ","81,900","64,900",https://www.flipkart.com/apple-iphone-xr-blue-128-gb/p/itmf9z7zegyb2ush?pid=MOBF9Z7Z25H88GT9&srno=s_8_172&otracker=AS_QueryStore_OrganicAutoSuggest_0_8&otracker1=AS_QueryStore_OrganicAutoSuggest_0_8&lid=LSTMOBF9Z7Z25H88GT9CHSPZX&fm=organic&iid=ea223f59-fc89-4265-8946-258636c3d727.MOBF9Z7Z25H88GT9.SEARCH&qH=a5594894156db043
"Vivo Y71i (Gold, 16 GB)","Vivo Y71i (Gold, 16 GB)4.24,969 Ratings & 454 Reviews2 GB RAM | 16 GB ROM | Expandable Upto 256 GB15.24 cm (6 inch) HD+ Display8MP Rear Camera | 5MP Front Camera3360 mAh Li-ion BatteryQualcomm Snapdragon 425 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",2 GB RAM | 16 GB ROM | Expandable Upto 256 GB15.24 cm (6 inch) HD+ Display8MP Rear Camera | 5MP Front Camera3360 mAh Li-ion BatteryQualcomm Snapdragon 425 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.2,"4,969 Ratings ","9,990","7,990",https://www.flipkart.com/vivo-y71i-gold-16-gb/p/itmf78ftkbgbzfn9?pid=MOBF78FTZFNG7CHD&srno=s_8_173&otracker=AS_QueryStore_OrganicAutoSuggest_0_8&otracker1=AS_QueryStore_OrganicAutoSuggest_0_8&lid=LSTMOBF78FTZFNG7CHDOCVP5A&fm=organic&iid=57120d1e-a3a1-47f3-a0b9-a049bd451d02.MOBF78FTZFNG7CHD.SEARCH&qH=a5594894156db043
"Lenovo K8 (Venom Black, 32 GB)4.12,304 Ratings & 340 Reviews3 GB RAM | 32 GB ROM | Expandable Upto 128 GB13.21 cm (5.2 inch) HD Display13MP Rear Camera | 8MP Front Camera4000 mAh BatteryMTK P20 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories","Lenovo K8 (Venom Black, 32 GB)4.12,304 Ratings & 340 Reviews3 GB RAM | 32 GB ROM | Expandable Upto 128 GB13.21 cm (5.2 inch) HD Display13MP Rear Camera | 8MP Front Camera4000 mAh BatteryMTK P20 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories₹8,999₹11,49921% offEMI starting from ₹299/monthOffersBank Offer",4.1,"4.12,304 Ratings & 340 Reviews","2,304 Ratings ","8,999","8,999₹11,49921% off",https://www.flipkart.com/lenovo-k8-venom-black-32-gb/p/itmffzffhhyvx3yf?pid=MOBEWN62BPDT84DT&srno=s_8_174&otracker=AS_QueryStore_OrganicAutoSuggest_0_8&otracker1=AS_QueryStore_OrganicAutoSuggest_0_8&lid=LSTMOBEWN62BPDT84DT4N6QDT&fm=organic&iid=a2f9af48-afec-40bf-bc01-835e04c88965.MOBEWN62BPDT84DT.SEARCH&qH=a5594894156db043
"Apple iPhone XR (White, 64 GB)","Apple iPhone XR (White, 64 GB)4.61,864 Ratings & 179 Reviews64 GB ROM |15.49 cm (6.1 inch) Display12MP Rear Camera | 7MP Front CameraA12 Bionic Chip ProcessorBrand Warranty of 1 Year",64 GB ROM |15.49 cm (6.1 inch) Display12MP Rear Camera | 7MP Front CameraA12 Bionic Chip ProcessorBrand Warranty of 1 Year,4.6,"1,864 Ratings ","76,900","59,900",https://www.flipkart.com/apple-iphone-xr-white-64-gb/p/itmf9z7zhgzkmgm3?pid=MOBF9Z7ZUYC2EYQD&srno=s_8_175&otracker=AS_QueryStore_OrganicAutoSuggest_0_8&otracker1=AS_QueryStore_OrganicAutoSuggest_0_8&lid=LSTMOBF9Z7ZUYC2EYQDVYJTIC&fm=organic&iid=c95675e0-364f-4c8b-b8a3-b3ee22d90564.MOBF9Z7ZUYC2EYQD.SEARCH&qH=a5594894156db043
"Tecno Camon i4 (Aqua Blue, 64 GB)4.129 Ratings & 3 Reviews4 GB RAM | 64 GB ROM | Expandable Upto 256 GB15.75 cm (6.2 inch) HD+ Display13MP + 8MP | 16MP Front Camera3500 mAh BatteryTecno 111 Promise: One Time Screen Replacement. 100 days Replacement, (12+1) year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase.","Tecno Camon i4 (Aqua Blue, 64 GB)4.129 Ratings & 3 Reviews4 GB RAM | 64 GB ROM | Expandable Upto 256 GB15.75 cm (6.2 inch) HD+ Display13MP + 8MP | 16MP Front Camera3500 mAh BatteryTecno 111 Promise: One Time Screen Replacement. 100 days Replacement, (12+1) year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase.₹11,999₹14,49917% offEMI starting from ₹399/monthOffersBank Offer",4.1,4.129 Ratings & 3 Reviews,29 Ratings ,"11,999","11,999₹14,49917% off",https://www.flipkart.com/tecno-camon-i4-aqua-blue-64-gb/p/itmffnmv8tfcnvwy?pid=MOBFESRFJVUC2ESB&srno=s_8_176&otracker=AS_QueryStore_OrganicAutoSuggest_0_8&otracker1=AS_QueryStore_OrganicAutoSuggest_0_8&lid=LSTMOBFESRFJVUC2ESBSUSKNA&fm=organic&iid=9b435fc4-55b8-4135-803d-a216e6013774.MOBFESRFJVUC2ESB.SEARCH&qH=a5594894156db043
"Asus Zenfone Max Pro M1 (Black, 64 GB)","Asus Zenfone Max Pro M1 (Black, 64 GB)4.31,78,410 Ratings & 28,561 Reviews4 GB RAM | 64 GB ROM | Expandable Upto 2 TB15.21 cm (5.99 inch) Full HD+ Display13MP + 5MP | 8MP Front Camera5000 mAh BatteryQualcomm Snapdragon 636 Octa Core ProcessorBrand Warranty of 1 Year Available for Handset and 6 Months for Accessories",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB15.21 cm (5.99 inch) Full HD+ Display13MP + 5MP | 8MP Front Camera5000 mAh BatteryQualcomm Snapdragon 636 Octa Core ProcessorBrand Warranty of 1 Year Available for Handset and 6 Months for Accessories,4.3,"1,78,410 Ratings ","12,999","8,499",https://www.flipkart.com/asus-zenfone-max-pro-m1-black-64-gb/p/itmfd9j755zwxgvv?pid=MOBF3A8UZEZFHKXF&srno=s_8_177&otracker=AS_QueryStore_OrganicAutoSuggest_0_8&otracker1=AS_QueryStore_OrganicAutoSuggest_0_8&lid=LSTMOBF3A8UZEZFHKXFDMZH9B&fm=organic&iid=20c5efc8-5c33-49fa-8428-2b80f72b25f7.MOBF3A8UZEZFHKXF.SEARCH&qH=a5594894156db043
"Vivo Y71i (Matte Black, 16 GB)","Vivo Y71i (Matte Black, 16 GB)4.24,969 Ratings & 454 Reviews2 GB RAM | 16 GB ROM | Expandable Upto 256 GB15.24 cm (6 inch) HD+ Display8MP Rear Camera | 5MP Front Camera3360 mAh Li-ion BatteryQualcomm Snapdragon 425 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",2 GB RAM | 16 GB ROM | Expandable Upto 256 GB15.24 cm (6 inch) HD+ Display8MP Rear Camera | 5MP Front Camera3360 mAh Li-ion BatteryQualcomm Snapdragon 425 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.2,"4,969 Ratings ","9,990","7,990",https://www.flipkart.com/vivo-y71i-matte-black-16-gb/p/itmf78ftkbgbzfn9?pid=MOBF78FTXGR36ZZA&srno=s_8_178&otracker=AS_QueryStore_OrganicAutoSuggest_0_8&otracker1=AS_QueryStore_OrganicAutoSuggest_0_8&lid=LSTMOBF78FTXGR36ZZA4ATUET&fm=organic&iid=13996cc2-0a5d-468c-a0d3-21a65cf1aead.MOBF78FTXGR36ZZA.SEARCH&qH=a5594894156db043
"Redmi 5 (Gold, 16 GB)4.32,323 Ratings & 235 Reviews2 GB RAM | 16 GB ROM | Expandable Upto 128 GB14.48 cm (5.7 inch) HD+ Display12MP Rear Camera | 5MP Front Camera3300 mAh BatteryQualcomm Snapdragon 450 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories","Redmi 5 (Gold, 16 GB)4.32,323 Ratings & 235 Reviews2 GB RAM | 16 GB ROM | Expandable Upto 128 GB14.48 cm (5.7 inch) HD+ Display12MP Rear Camera | 5MP Front Camera3300 mAh BatteryQualcomm Snapdragon 450 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories₹7,499₹7,9996% offEMI starting from ₹250/monthOffersSpecial PriceBank Offer",4.3,"4.32,323 Ratings & 235 Reviews","2,323 Ratings ","7,499","7,499₹7,9996% off",https://www.flipkart.com/redmi-5-gold-16-gb/p/itmfg9uuxztrzvdd?pid=MOBF4N82TYGZMUH7&srno=s_8_179&otracker=AS_QueryStore_OrganicAutoSuggest_0_8&otracker1=AS_QueryStore_OrganicAutoSuggest_0_8&lid=LSTMOBF4N82TYGZMUH7KQTKQX&fm=organic&iid=5b21ed65-0508-45b6-afe8-a71e5a825a27.MOBF4N82TYGZMUH7.SEARCH&qH=a5594894156db043
,,"Nokia 3 (Silver White, 16 GB)","Nokia 3 (Silver White, 16 GB)3.97,493 Ratings & 1,282 Reviews2 GB RAM | 16 GB ROM | Expandable Upto 12812.7 cm (5 inch) HD Display8MP Rear Camera | 8MP Front Camera2630 mAh BatteryMTK 6737 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories","7,493 Ratings ","7,599","7,599EMI starting from ₹253/monthOffersBank Offer",https://www.flipkart.com/nokia-3-silver-white-16-gb/p/itmeyzsucw4yh83b?pid=MOBEVR8XZ6GGVQSE&srno=s_8_180&otracker=AS_QueryStore_OrganicAutoSuggest_0_8&otracker1=AS_QueryStore_OrganicAutoSuggest_0_8&lid=LSTMOBEVR8XZ6GGVQSEH8NP1E&fm=organic&iid=a78adbbc-5504-49d7-9e06-c74a68e83fcd.MOBEVR8XZ6GGVQSE.SEARCH&qH=a5594894156db043
"Redmi Note 5 Pro (Rose Gold, 64 GB)4.52,23,351 Ratings & 23,110 Reviews6 GB RAM | 64 GB ROM | Expandable Upto 128 GB15.21 cm (5.99 inch) Full HD+ Display12MP + 5MP | 20MP Front Camera4000 mAh Li Polymer BatteryQualcomm Snapdragon 636 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories","Redmi Note 5 Pro (Rose Gold, 64 GB)4.52,23,351 Ratings & 23,110 Reviews6 GB RAM | 64 GB ROM | Expandable Upto 128 GB15.21 cm (5.99 inch) Full HD+ Display12MP + 5MP | 20MP Front Camera4000 mAh Li Polymer BatteryQualcomm Snapdragon 636 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories₹13,990₹14,9996% offEMI starting from ₹465/monthOffersSpecial PriceBank Offer",4.5,"4.52,23,351 Ratings & 23,110 Reviews","2,23,351 Ratings ","13,990","13,990₹14,9996% off",https://www.flipkart.com/redmi-note-5-pro-rose-gold-64-gb/p/itmf2fc3gsdhg26z?pid=MOBF2BSGKXDAYZXA&srno=s_8_181&otracker=AS_QueryStore_OrganicAutoSuggest_0_8&otracker1=AS_QueryStore_OrganicAutoSuggest_0_8&lid=LSTMOBF2BSGKXDAYZXAID2CKZ&fm=organic&iid=3d83ca46-a7e9-470c-8e04-471dff397ad4.MOBF2BSGKXDAYZXA.SEARCH&qH=a5594894156db043
,,"Reach Allure Admire 4G VoLTE (Champagne, 8 GB)","Reach Allure Admire 4G VoLTE (Champagne, 8 GB)3.149 Ratings & 10 Reviews1 GB RAM | 8 GB ROM | Expandable Upto 32 GB11.43 cm (4.5 inch) FWVGA Display8MP Rear Camera | 2MP Front Camera1800 mAh Battery1 Year",49 Ratings ,"3,299","3,299EMI starting from ₹110/monthOffersBank Offer",https://www.flipkart.com/reach-allure-admire-4g-volte-champagne-8-gb/p/itmezp7rjxqp4dhy?pid=MOBEZP7RQGTT6UXY&srno=s_8_182&otracker=AS_QueryStore_OrganicAutoSuggest_0_8&otracker1=AS_QueryStore_OrganicAutoSuggest_0_8&lid=LSTMOBEZP7RQGTT6UXY4OAWCO&fm=organic&iid=ce45b362-e080-4670-a6a1-0d94574bfcd2.MOBEZP7RQGTT6UXY.SEARCH&qH=a5594894156db043
"Moto G6 Play (Indigo Black, 32 GB)","Moto G6 Play (Indigo Black, 32 GB)4.110,135 Ratings & 1,512 Reviews3 GB RAM | 32 GB ROM | Expandable Upto 256 GB14.48 cm (5.7 inch) HD+ Display13MP Rear Camera | 8MP Front Camera4000 mAh BatteryQualcomm Snapdragon 430 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB14.48 cm (5.7 inch) HD+ Display13MP Rear Camera | 8MP Front Camera4000 mAh BatteryQualcomm Snapdragon 430 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.1,"10,135 Ratings ","11,999","10,999",https://www.flipkart.com/moto-g6-play-indigo-black-32-gb/p/itmf5tbfffg8pggw?pid=MOBF54ZUVU8TSCWG&srno=s_8_183&otracker=AS_QueryStore_OrganicAutoSuggest_0_8&otracker1=AS_QueryStore_OrganicAutoSuggest_0_8&lid=LSTMOBF54ZUVU8TSCWG2GOYFZ&fm=organic&iid=5c0c35d2-7cd2-4836-8516-8c65ccebc487.MOBF54ZUVU8TSCWG.SEARCH&qH=a5594894156db043
"Tecno Camon i4 (Midnight Black, 64 GB)4.129 Ratings & 3 Reviews4 GB RAM | 64 GB ROM | Expandable Upto 256 GB15.75 cm (6.2 inch) HD+ Display13MP + 8MP | 16MP Front Camera3500 mAh BatteryTecno 111 Promise: One Time Screen Replacement. 100 days Replacement, (12+1) year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase.","Tecno Camon i4 (Midnight Black, 64 GB)4.129 Ratings & 3 Reviews4 GB RAM | 64 GB ROM | Expandable Upto 256 GB15.75 cm (6.2 inch) HD+ Display13MP + 8MP | 16MP Front Camera3500 mAh BatteryTecno 111 Promise: One Time Screen Replacement. 100 days Replacement, (12+1) year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase.₹11,999₹14,49917% offEMI starting from ₹399/monthOffersBank Offer",4.1,4.129 Ratings & 3 Reviews,29 Ratings ,"11,999","11,999₹14,49917% off",https://www.flipkart.com/tecno-camon-i4-midnight-black-64-gb/p/itmffnmvqs3uzdad?pid=MOBFESRGS6GZAAYR&srno=s_8_184&otracker=AS_QueryStore_OrganicAutoSuggest_0_8&otracker1=AS_QueryStore_OrganicAutoSuggest_0_8&lid=LSTMOBFESRGS6GZAAYRG7YMIQ&fm=organic&iid=d71b9d7e-44d0-4fc5-98b2-2b7d247a5e34.MOBFESRGS6GZAAYR.SEARCH&qH=a5594894156db043
"Vivo V11 (Starry Night Black, 64 GB)","Vivo V11 (Starry Night Black, 64 GB)4.416,226 Ratings & 1,660 Reviews6 GB RAM | 64 GB ROM | Expandable Upto 256 GB16.0 cm (6.3 inch) FHD+ Display16MP + 5MP | 25MP Front Camera3315 mAh BatteryMediaTek P60 Octa Core 2.0 GHz ProcessorBrand Warranty 1 Year for Mobile",6 GB RAM | 64 GB ROM | Expandable Upto 256 GB16.0 cm (6.3 inch) FHD+ Display16MP + 5MP | 25MP Front Camera3315 mAh BatteryMediaTek P60 Octa Core 2.0 GHz ProcessorBrand Warranty 1 Year for Mobile,4.4,"16,226 Ratings ","24,990","19,990",https://www.flipkart.com/vivo-v11-starry-night-black-64-gb/p/itmfcxfhdyqbggw2?pid=MOBF9CY2SZPFE4BT&srno=s_8_185&otracker=AS_QueryStore_OrganicAutoSuggest_0_8&otracker1=AS_QueryStore_OrganicAutoSuggest_0_8&lid=LSTMOBF9CY2SZPFE4BTLXYLSV&fm=organic&iid=b26236c9-86b7-4f6a-9e66-f12a742b23ba.MOBF9CY2SZPFE4BT.SEARCH&qH=a5594894156db043
